,text,created_at,place,hashtags,subjectivity,polarity,analysis,tokenized_tw
356,hey thereandrei and i are live streaming tonight  again  for midnight mushroom music tonights session is dedicated to my brother rene who i just learned passed on the st from  im in some form of ,sat apr 25 23:51:13 +0000 2020,"toronto, ontario",<na>,0.5,0.13636363636363635,positive,"['hey', 'thereandrei', 'and', 'i', 'are', 'live', 'streaming', 'tonight', 'again', 'for', 'midnight', 'mushroom', 'music', 'tonights', 'session', 'is', 'dedicated', 'to', 'my', 'brother', 'rene', 'who', 'i', 'just', 'learned', 'passed', 'on', 'the', 'st', 'from', 'im', 'in', 'some', 'form', 'of']"
357,completed my third kit of  masks st photo on april  thank you designcentre qdesign for all your work on this initiative  stayhome     forth kit in hand elastics cut and fabric sorted nd ,tue apr 28 02:01:31 +0000 2020,"mississauga, ontario",stayhome covid19,0.0,0.0,neutral,"['completed', 'my', 'third', 'kit', 'of', 'masks', 'st', 'photo', 'on', 'april', 'thank', 'you', 'designcentre', 'qdesign', 'for', 'all', 'your', 'work', 'on', 'this', 'initiative', 'stayhome', 'forth', 'kit', 'in', 'hand', 'elastics', 'cut', 'and', 'fabric', 'sorted', 'nd']"
358,india  jump in online child porn traffic ncpcr sends notice to google whatapp new delhi the national commission for protection of child rights ncpcr has taken cognizance of a research highlighting  per   featured india news tech,sun apr 26 14:21:32 +0000 2020,"brampton, ontario",covid19 featured india news tech,0.45454545454545453,0.13636363636363635,positive,"['india', 'jump', 'in', 'online', 'child', 'porn', 'traffic', 'ncpcr', 'sends', 'notice', 'to', 'google', 'whatapp', 'new', 'delhi', 'the', 'national', 'commission', 'for', 'protection', 'of', 'child', 'rights', 'ncpcr', 'has', 'taken', 'cognizance', 'of', 'a', 'research', 'highlighting', 'per', 'featured', 'india', 'news', 'tech']"
359,yesterday was a beautiful day for a trail runrunning run runnersofinstagram  selfisolation stayingsafe socialdistancing staysafe coronavirus getoutside girloutdoor runningmotivation ,tue apr 28 13:47:13 +0000 2020,"toronto, ontario",running run runnersofinstagram covid_19 selfisolation stayingsafe socialdistancing staysafe coronavirus getoutside girloutdoor runningmotivation,1.0,0.85,positive,"['yesterday', 'was', 'a', 'beautiful', 'day', 'for', 'a', 'trail', 'runrunning', 'run', 'runnersofinstagram', 'selfisolation', 'stayingsafe', 'socialdistancing', 'staysafe', 'coronavirus', 'getoutside', 'girloutdoor', 'runningmotivation']"
360,up and down    core  march    restaurant      deceptivecities ,mon apr 27 04:21:34 +0000 2020,"toronto, ontario",covid19 bw bnw restaurant photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer deceptive_cities,0.2888888888888889,-0.15555555555555559,negative,"['up', 'and', 'down', 'core', 'march', 'restaurant', 'deceptivecities']"
361,hows everyone feeling what have you been doing for selfcare lets have a little fun and see post your name below in the comments selfcare isolation  selfcaretips whatsyourname skincareroutine ,tue apr 28 15:47:27 +0000 2020,"burlington, ontario",selfcare isolation covid selfcaretips whatsyourname skincareroutine,0.35,0.056249999999999994,positive,"['hows', 'everyone', 'feeling', 'what', 'have', 'you', 'been', 'doing', 'for', 'selfcare', 'lets', 'have', 'a', 'little', 'fun', 'and', 'see', 'post', 'your', 'name', 'below', 'in', 'the', 'comments', 'selfcare', 'isolation', 'selfcaretips', 'whatsyourname', 'skincareroutine']"
362,riz ahmed has lost two family members to  venom star riz ahmed has revealed he has lost two family members to  i have lost two family members to  i just want to believe their deaths and all the others  entertainment hollywood,wed apr 29 06:32:33 +0000 2020,"brampton, ontario",entertainment hollywood,0.0,0.0,neutral,"['riz', 'ahmed', 'has', 'lost', 'two', 'family', 'members', 'to', 'venom', 'star', 'riz', 'ahmed', 'has', 'revealed', 'he', 'has', 'lost', 'two', 'family', 'members', 'to', 'i', 'have', 'lost', 'two', 'family', 'members', 'to', 'i', 'just', 'want', 'to', 'believe', 'their', 'deaths', 'and', 'all', 'the', 'others', 'entertainment', 'hollywood']"
363,thank you  to all essential workers supporting our communities and keeping things going despite the challenges put forth by the  pandemic  mississauga  ,tue apr 28 20:10:02 +0000 2020,"mississauga, ontario",<na>,0.275,0.125,positive,"['thank', 'you', 'to', 'all', 'essential', 'workers', 'supporting', 'our', 'communities', 'and', 'keeping', 'things', 'going', 'despite', 'the', 'challenges', 'put', 'forth', 'by', 'the', 'pandemic', 'mississauga']"
364,coronavirus updates  reports  new  cases  deaths  ,sun apr 26 15:44:33 +0000 2020,"toronto, ontario",<na>,0.45454545454545453,0.13636363636363635,positive,"['coronavirus', 'updates', 'reports', 'new', 'cases', 'deaths']"
365,although hand washing might not be the most glamorous part of your beauty routine it has become one of the most important acts in the fight against  as a result our hands are feeling extremely dry from ,wed apr 29 20:41:16 +0000 2020,"toronto, ontario",<na>,0.65,0.3333333333333333,positive,"['although', 'hand', 'washing', 'might', 'not', 'be', 'the', 'most', 'glamorous', 'part', 'of', 'your', 'beauty', 'routine', 'it', 'has', 'become', 'one', 'of', 'the', 'most', 'important', 'acts', 'in', 'the', 'fight', 'against', 'as', 'a', 'result', 'our', 'hands', 'are', 'feeling', 'extremely', 'dry', 'from']"
366,today is saturday april  coronavirus outbreak and lockdowns are worldwide my allergy shots are three months behind due to most doctors doing telephone appointments amp consultation during the coronavirus ,sat apr 25 19:11:44 +0000 2020,"toronto, ontario",<na>,0.525,-0.00833333333333334,negative,"['today', 'is', 'saturday', 'april', 'coronavirus', 'outbreak', 'and', 'lockdowns', 'are', 'worldwide', 'my', 'allergy', 'shots', 'are', 'three', 'months', 'behind', 'due', 'to', 'most', 'doctors', 'doing', 'telephone', 'appointments', 'amp', 'consultation', 'during', 'the', 'coronavirus']"
367,a ramadan sans haleem in hyderabad hyderabad this ramadan hyderabad  miss seasons flavour haleem as the hotels have decided not to make or sell the lipsmacking delicacy in view of the ongoing lockdown to   featured india news haleem,wed apr 29 07:31:33 +0000 2020,"brampton, ontario",covid19 featured india news haleem,0.0,0.0,neutral,"['a', 'ramadan', 'sans', 'haleem', 'in', 'hyderabad', 'hyderabad', 'this', 'ramadan', 'hyderabad', 'miss', 'seasons', 'flavour', 'haleem', 'as', 'the', 'hotels', 'have', 'decided', 'not', 'to', 'make', 'or', 'sell', 'the', 'lipsmacking', 'delicacy', 'in', 'view', 'of', 'the', 'ongoing', 'lockdown', 'to', 'featured', 'india', 'news', 'haleem']"
368,cant wait for the  day we can all hug   each other again were missing that human connection  whos with us  kellystribe kellysbakeshoppe  canada grateful hamont burlon  ,tue apr 28 01:18:21 +0000 2020,"burlington, ontario",kellystribe kellysbakeshoppe covid19 covidcanada grateful hamont burlon,0.17500000000000002,-0.10833333333333334,negative,"['cant', 'wait', 'for', 'the', 'day', 'we', 'can', 'all', 'hug', 'each', 'other', 'again', 'were', 'missing', 'that', 'human', 'connection', 'whos', 'with', 'us', 'kellystribe', 'kellysbakeshoppe', 'canada', 'grateful', 'hamont', 'burlon']"
369,canadian aboriginal and minority supplier council camsc promoting diverse suppliers and boosting network during the  pandemic supply chains are transforming during this crisis suppliers are adapting to newer  community communitynews,tue apr 28 23:35:02 +0000 2020,"brampton, ontario",community communitynews,0.0,0.0,neutral,"['canadian', 'aboriginal', 'and', 'minority', 'supplier', 'council', 'camsc', 'promoting', 'diverse', 'suppliers', 'and', 'boosting', 'network', 'during', 'the', 'pandemic', 'supply', 'chains', 'are', 'transforming', 'during', 'this', 'crisis', 'suppliers', 'are', 'adapting', 'to', 'newer', 'community', 'communitynews']"
370,lockdown story yearold reunited with parents after a month thiruvananthapuram it took two days of networking by kalpetta cpim legislator ck saseendran at the hilly constituency in wayanad district to   featured india news coronavirus,tue apr 28 10:39:33 +0000 2020,"brampton, ontario",covid19 featured india news coronavirus,0.0,0.0,neutral,"['lockdown', 'story', 'yearold', 'reunited', 'with', 'parents', 'after', 'a', 'month', 'thiruvananthapuram', 'it', 'took', 'two', 'days', 'of', 'networking', 'by', 'kalpetta', 'cpim', 'legislator', 'ck', 'saseendran', 'at', 'the', 'hilly', 'constituency', 'in', 'wayanad', 'district', 'to', 'featured', 'india', 'news', 'coronavirus']"
371,market trends  updatethese days business is not as usual however real estate is considered an essential business and we are still providing the best service possible for our clients with high caution ,wed apr 29 13:11:37 +0000 2020,"toronto, ontario",<na>,0.4483333333333334,0.18499999999999997,positive,"['market', 'trends', 'updatethese', 'days', 'business', 'is', 'not', 'as', 'usual', 'however', 'real', 'estate', 'is', 'considered', 'an', 'essential', 'business', 'and', 'we', 'are', 'still', 'providing', 'the', 'best', 'service', 'possible', 'for', 'our', 'clients', 'with', 'high', 'caution']"
372,thanks to onfedlab orontolabour all  labour councils agmeetndp dphq ndreahorwath ndpontario for virtual day of mourning with a new meaning under  workers risk health serving us we must both ,tue apr 28 17:12:45 +0000 2020,"toronto, ontario",<na>,0.32727272727272727,0.16818181818181818,positive,"['thanks', 'to', 'onfedlab', 'orontolabour', 'all', 'labour', 'councils', 'agmeetndp', 'dphq', 'ndreahorwath', 'ndpontario', 'for', 'virtual', 'day', 'of', 'mourning', 'with', 'a', 'new', 'meaning', 'under', 'workers', 'risk', 'health', 'serving', 'us', 'we', 'must', 'both']"
373,release day live big eat bigger the remastered cookbook now live on amazon in both paperback and ebook versions all proceeds will be going to supporting oodbankscanada during the  crisis link in bio ,tue apr 28 14:11:15 +0000 2020,"toronto, ontario",<na>,0.37,0.10454545454545454,positive,"['release', 'day', 'live', 'big', 'eat', 'bigger', 'the', 'remastered', 'cookbook', 'now', 'live', 'on', 'amazon', 'in', 'both', 'paperback', 'and', 'ebook', 'versions', 'all', 'proceeds', 'will', 'be', 'going', 'to', 'supporting', 'oodbankscanada', 'during', 'the', 'crisis', 'link', 'in', 'bio']"
374, new bat species related to ones linked to  discovered new york researchers have discovered four new species of african leafnosed bats  cousins of the horseshoe bats that are believed to have served as hosts of   featured news bat,wed apr 29 09:30:32 +0000 2020,"brampton, ontario",covid19 featured news bat,0.3527272727272727,0.08181818181818182,positive,"['new', 'bat', 'species', 'related', 'to', 'ones', 'linked', 'to', 'discovered', 'new', 'york', 'researchers', 'have', 'discovered', 'four', 'new', 'species', 'of', 'african', 'leafnosed', 'bats', 'cousins', 'of', 'the', 'horseshoe', 'bats', 'that', 'are', 'believed', 'to', 'have', 'served', 'as', 'hosts', 'of', 'featured', 'news', 'bat']"
375,arches socialdistancing    core  march         deceptivecities ,mon apr 27 01:41:54 +0000 2020,"toronto, ontario",socialdistancing covid19 bw bnw photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer deceptive_cities,0.0,0.0,neutral,"['arches', 'socialdistancing', 'core', 'march', 'deceptivecities']"
376,reposted from aughanchamber the provincial governments mandate to enforce social distancing in the midst of  is critical to slowing the increased number of cases however government measures come with ,tue apr 28 22:10:53 +0000 2020,"vaughan, ontario",<na>,0.43333333333333335,0.016666666666666666,positive,"['reposted', 'from', 'aughanchamber', 'the', 'provincial', 'governments', 'mandate', 'to', 'enforce', 'social', 'distancing', 'in', 'the', 'midst', 'of', 'is', 'critical', 'to', 'slowing', 'the', 'increased', 'number', 'of', 'cases', 'however', 'government', 'measures', 'come', 'with']"
377, member update  milton  ,fri may 01 17:09:08 +0000 2020,"milton, ontario",<na>,0.0,0.0,neutral,"['member', 'update', 'milton']"
378,tom hanks shares pic of his donated plasma after recovering from  oscarwinning actor tom hanks has shared photographs of himself donating plasma on social media the yearold actor donated his   entertainment health hollywood,fri may 01 16:05:06 +0000 2020,"brampton, ontario",covid19 entertainment health hollywood,0.06666666666666667,0.03333333333333333,positive,"['tom', 'hanks', 'shares', 'pic', 'of', 'his', 'donated', 'plasma', 'after', 'recovering', 'from', 'oscarwinning', 'actor', 'tom', 'hanks', 'has', 'shared', 'photographs', 'of', 'himself', 'donating', 'plasma', 'on', 'social', 'media', 'the', 'yearold', 'actor', 'donated', 'his', 'entertainment', 'health', 'hollywood']"
379,dr de villa is an expert on communicable diseases she doesnt claim expertise art induced demand or other factors which drive the use of public space  it is entirely fair to challenge the assumptions about pedestrian behaviour she is being asked to use  topoli ,fri may 01 18:16:18 +0000 2020,"toronto, ontario",covid19 topoli,0.44722222222222224,0.19166666666666665,positive,"['dr', 'de', 'villa', 'is', 'an', 'expert', 'on', 'communicable', 'diseases', 'she', 'doesnt', 'claim', 'expertise', 'art', 'induced', 'demand', 'or', 'other', 'factors', 'which', 'drive', 'the', 'use', 'of', 'public', 'space', 'it', 'is', 'entirely', 'fair', 'to', 'challenge', 'the', 'assumptions', 'about', 'pedestrian', 'behaviour', 'she', 'is', 'being', 'asked', 'to', 'use', 'topoli']"
380,govt amends epidemic act attacking medics can cost up to  yrs in jail new delhi in a significant move the union cabinet on wednesday amended the epidemic diseases act  through an ordinance in order to   featured india news india,thu apr 30 06:21:05 +0000 2020,"brampton, ontario",covid19 featured india news india,0.4431818181818182,0.13712121212121212,positive,"['govt', 'amends', 'epidemic', 'act', 'attacking', 'medics', 'can', 'cost', 'up', 'to', 'yrs', 'in', 'jail', 'new', 'delhi', 'in', 'a', 'significant', 'move', 'the', 'union', 'cabinet', 'on', 'wednesday', 'amended', 'the', 'epidemic', 'diseases', 'act', 'through', 'an', 'ordinance', 'in', 'order', 'to', 'featured', 'india', 'news', 'india']"
381,it is with a absolutely heavy heart i announce that my very good church brother benny passed away today at pm benny was diagnosed with  on mondaybenny never missed a sunday at church and was one of ,fri may 01 21:49:12 +0000 2020,"toronto, ontario",<na>,0.6400000000000001,0.355,positive,"['it', 'is', 'with', 'a', 'absolutely', 'heavy', 'heart', 'i', 'announce', 'that', 'my', 'very', 'good', 'church', 'brother', 'benny', 'passed', 'away', 'today', 'at', 'pm', 'benny', 'was', 'diagnosed', 'with', 'on', 'mondaybenny', 'never', 'missed', 'a', 'sunday', 'at', 'church', 'and', 'was', 'one', 'of']"
